goal,pledged,backers_count,campaign_length,decision_timing,spotlight,staff_pick,usd_pledged,Blurb length,Blurb caps,Name Length,Name Caps,created_at,deadline,launched_at,fx_rate,static_usd_rate,state_changed_at,name,country,blurb,category,Category,Category (parent only)
1500,3434.99,155,3245644,3245644,TRUE,FALSE,4374.5073052616,96,13,59,9,1582816091,1598828400,1595582756,1.29135567,1.27351384,1598828400,"SnowPi RGB, A Snowman for Raspberry Pi, micro:bit and more!",GB,"A re-launch of the Snow Pi Add-on for Raspberry Pi and now micro:bit!, now with 9000%  more RGB.","{""id"":334,""name"":""DIY Electronics"",""slug"":""technology/diy electronics"",""position"":4,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/diy%20electronics""}}}","technology/diy electronics""",technology
30000,30376,79,3888000,3888000,TRUE,FALSE,30376.0,133,8,53,9,1492215298,1496531329,1492643329,1,1,1496531329,"Identities Matter (Working Title, Official Title TBA)",US,"A Thomas Keith film with JW Wiley and Angelica Gutierrez, addressing bigotry and hate, dysfunctional language and leadership moments.","{""id"":30,""name"":""Documentary"",""slug"":""film & video/documentary"",""position"":4,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/documentary""}}}","film & video/documentary""",film & video
2000,2530,54,2862128,2862128,TRUE,FALSE,1923.1383116,81,6,50,6,1467052134,1473479940,1470617812,0.75574365,0.76013372,1473479940,Black Fin : Enregistrement Studio/Studio Recording,CA,Black Fin entre en studio dès le 13 août pour l'enregistrement de son premier EP.,"{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}","music/rock""",music
22000,22237.670000000000,203,3456000,3456000,TRUE,FALSE,22237.670000000000,133,4,24,4,1376439146,1380558351,1377102351,1,1,1380558351,What Would Beethoven Do?,US,Orchestras and arts organizations are struggling. Popular interest in classical music is at an all time low. What would Beethoven do?,"{""id"":36,""name"":""Classical Music"",""slug"":""music/classical music"",""position"":3,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/classical%20music""}}}","music/classical music""",music
5000,6081,71,2744809,2744821,TRUE,TRUE,6081.0,130,8,32,5,1414098697,1420992000,1418247191,1,1,1420992012,New York Children's Opera Studio,US,New York Children’s Opera Studio offers children ages 4-14 an innovative and multidisciplinary introduction to the world of opera.,"{""id"":36,""name"":""Classical Music"",""slug"":""music/classical music"",""position"":3,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/classical%20music""}}}","music/classical music""",music
1500,1517,24,2592000,2592002,TRUE,FALSE,1517.0,118,7,43,4,1491547986,1494145589,1491553589,1,1,1494145591,Matty in the Morning (Boston) - Documentary,US,"This short documentary film will profile, Matt Siegel, the host of Boston's #1 morning radio show for nearly 40 years.","{""id"":30,""name"":""Documentary"",""slug"":""film & video/documentary"",""position"":4,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/documentary""}}}","film & video/documentary""",film & video
20000,23641.690000000000,190,2592000,2592001,TRUE,FALSE,23641.690000000000,119,5,22,3,1455136588,1475763151,1473171151,1,1,1475763152,Dante's Down the Hatch,US,"One mans life long legacy that became a part of Atlanta's history, the world famous restaurant, Dante's Down the Hatch.","{""id"":30,""name"":""Documentary"",""slug"":""film & video/documentary"",""position"":4,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/documentary""}}}","film & video/documentary""",film & video
4000,6411,76,2592000,2592001,TRUE,FALSE,7555.45498497,121,1,37,5,1593856426,1599652768,1597060768,1.1753395,1.17851427,1599652769,The Book of Senses - by Mariska Karto,NL,"In the book, works of beauty with a mixed cultural background, inspiration, insights, technique and the artistic journey.","{""id"":280,""name"":""Photobooks"",""slug"":""photography/photobooks"",""position"":5,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/photobooks""}}}","photography/photobooks""",photography
14500,32015,270,3888000,3888004,TRUE,TRUE,26755.464387800000,84,6,32,9,1421287084,1425315644,1421427644,0.75574365,0.83571652,1425315648,Motion Device NEW Full Length CD,CA,Motion Device is ready to ROCK the world with their first full length studio album!!,"{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}","music/rock""",music
30000,73383.190000000000,1319,1814400,1814401,TRUE,TRUE,73383.190000000000,135,5,59,7,1346026951,1348787254,1346972854,1,1,1348787255,Galago: Electronics Prototyping Board to Make Things Better,US,"Revolutionary Arduino alternative with an ARM chip, incredible features, great open source tools, tiny footprint and built-in debugger.","{""id"":334,""name"":""DIY Electronics"",""slug"":""technology/diy electronics"",""position"":4,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/diy%20electronics""}}}","technology/diy electronics""",technology
1800,9432,250,2592000,2592000,TRUE,FALSE,13559.98478544,135,2,56,8,1445083582,1462040007,1459448007,1.29135567,1.43765742,1462040007,Cryptic Cards: A Curiously Camouflaged Playing Card Deck,GB,"What would happen if, after thousands of years, moths evolved cryptic patterns to mimic human-made art? Perhaps this playing card deck!","{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}","games/playing cards""",games
2000,2712,94,2264706,2264706,TRUE,FALSE,3386.85445968,100,4,48,8,1568970130,1571572740,1569308034,1.29135567,1.24884014,1571572740,The Original Cold-Pressed Black Garlic Olive Oil,GB,"The world's first cold pressing of black garlic into olive oil. 

Superfood + Superfood = Hyperfood.","{""id"":313,""name"":""Small Batch"",""slug"":""food/small batch"",""position"":10,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/small%20batch""}}}","food/small batch""",food
6500,6575,164,2602022,2602024,TRUE,FALSE,6575.0,112,3,39,5,1370728056,1374364740,1371762718,1,1,1374364742,The Shivering Brigade's Criminal Record,US,"The Shivering Brigade's cabaret creepshow is ready to be unleashed on the world, but won't be without your help!","{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}","music/rock""",music
2500,2531,40,1990800,1990800,TRUE,FALSE,2531.0,42,1,18,2,1413650032,1415642951,1413652151,1,1,1415642951,Axial Breakthrough,US,Chamber music for alto saxophone and piano,"{""id"":36,""name"":""Classical Music"",""slug"":""music/classical music"",""position"":3,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/classical%20music""}}}","music/classical music""",music
500,500,22,2929460,2929460,TRUE,FALSE,646.374805,132,4,12,2,1573239383,1578257400,1575327940,1.29135567,1.29274961,1578257400,The Shedding,GB,The Shedding is a dark surreal drama focused on the paranoia of an aging woman in her 50s who gave her life to the fashion industry.,"{""id"":32,""name"":""Shorts"",""slug"":""film & video/shorts"",""position"":16,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/shorts""}}}","film & video/shorts""",film & video
3000,3956,111,2592000,2592000,TRUE,FALSE,4930.04347168,134,2,60,4,1585654218,1591342703,1588750703,1.29135567,1.24621928,1591342703,WOKE coffee: we'll take you on a coffee adventure each month,GB,"A monthly coffee subscription box showcasing a variety of independent, sustainable & tasty coffee roasters! Plus a curated coffee gift","{""id"":307,""name"":""Drinks"",""slug"":""food/drinks"",""position"":4,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/drinks""}}}","food/drinks""",food
2500,6929.29,121,3387099,3387099,TRUE,FALSE,6929.29,97,5,54,17,1531679650,1535437800,1532050701,1,1,1535437800,"Pre-Order Campaign for BRUISER BRODY ""Everyone's Dead""",US,"Exclusive pre-order and early access to the new Bruiser Brody full length album ""Everyone's Dead""","{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}","music/rock""",music
99,2205,50,691200,691200,TRUE,FALSE,2205.0,122,16,39,34,1523324438,1524869201,1524178001,1,1,1524869201,BADGIRL ARTWORK POKER DECK VOLUME THREE,US,Brand NEW DECK features new Bad Girl sketch art from legendary indie comics creator Everette Hartsoe. Limited to 150 decks,"{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}","games/playing cards""",games
75000,91626,669,2588400,2588402,TRUE,TRUE,91626.0,114,11,35,5,1550170310,1553191801,1550603401,1,1,1553191803,Musang : A Tribute to Filipinx Food,US,"Help Chef Melissa Miranda set her table, expanding her Filipinx pop ups and becoming a brick and mortar as MUSANG.","{""id"":312,""name"":""Restaurants"",""slug"":""food/restaurants"",""position"":9,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/restaurants""}}}","food/restaurants""",food
1000,1207,24,1814400,1814400,TRUE,FALSE,1207.0,130,3,57,6,1524714015,1527460268,1525645868,1,1,1527460268,Our First full Length album titled Breaking all The Rules,US,Heart Avail's first full length album is finally being released! We are doing pre sales to help raise money for our upcoming tour.,"{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}","music/rock""",music
20000,20275,179,5169104,5169104,TRUE,FALSE,20275.0,128,8,49,7,1490881314,1499994000,1494824896,1,1,1499994000,Viet Nom Nom: Bringing Fresh Noms to Chicagoland!,US,Viet Nom Nom is a Vietnamese-inspired fast casual eatery. We're about to open our first store & serve fresh NOMs on a big scale!,"{""id"":312,""name"":""Restaurants"",""slug"":""food/restaurants"",""position"":9,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/restaurants""}}}","food/restaurants""",food
4000,4786,42,2588400,2588400,TRUE,FALSE,5183.38416444,133,8,26,23,1581192306,1584686916,1582098516,1.1753395,1.08303054,1584686916,INOLVIDABLES - UNFORGOTTEN,ES,Un cortometraje sobre los crímenes de guerra de la Guerra Civil Española. A short film about the war crimes of the Spanish Civil War.,"{""id"":32,""name"":""Shorts"",""slug"":""film & video/shorts"",""position"":16,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/shorts""}}}","film & video/shorts""",film & video
16500,17311,183,2592000,2592000,TRUE,FALSE,17311.0,128,2,60,10,1418426921,1423921353,1421329353,1,1,1423921353,The Upset Victory | Create Our First Full-Length Album w/ Us,US,Recharged with more firepower than ever and ready to bring you refreshing new songs. With your help we can record an epic album!,"{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}","music/rock""",music
100,1121,165,3024000,3024000,TRUE,FALSE,1121.0,68,2,33,5,1552337176,1555616622,1552592622,1,1,1555616622,Dry Hot Sauce - Jalapeno Flavored,US,"A dry powdered hot sauce, jalapeno flavored. Tangy, spicy and salty.","{""id"":313,""name"":""Small Batch"",""slug"":""food/small batch"",""position"":10,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/small%20batch""}}}","food/small batch""",food
1000,1320,26,3382860,3382860,TRUE,FALSE,1320.0,84,7,35,7,1415645046,1423593840,1420210980,1,1,1423593840,Kimachi  | New EP - Need Your Help!,US,We have the opportunity to record our next EP with Jay Maas from Getaway Recording!!,"{""id"":321,""name"":""Punk"",""slug"":""music/punk"",""position"":15,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/punk""}}}","music/punk""",music
8000,10156,89,2592000,2592000,TRUE,FALSE,10156.0,34,2,18,4,1538075242,1541203201,1538611201,1,1,1541203201,Hush: A Short Film,US,Ignore the rules. Find your voice.,"{""id"":32,""name"":""Shorts"",""slug"":""film & video/shorts"",""position"":16,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/shorts""}}}","film & video/shorts""",film & video
45000,45133,80,2851200,2851200,TRUE,FALSE,5316.68274522,52,9,22,4,1560201388,1564426212,1561575012,0.10984025,0.11780034,1564426212,Håkon Høye's New Album,NO,"Håkon Høye's 2nd Album - ""Nights At The Surf Motel"".","{""id"":316,""name"":""Blues"",""slug"":""music/blues"",""position"":1,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/blues""}}}","music/blues""",music
10000,10565,125,2592000,2592000,TRUE,FALSE,10565.0,134,10,52,5,1434239215,1468613947,1466021947,1,1,1468613947,Help New Orleans' OperaCréole bring history to life!,US,"We are seeking funding support for a fully-staged production of  ""La Flamenca""(1903) by Lucien Lambert, a composer of Creole heritage.","{""id"":36,""name"":""Classical Music"",""slug"":""music/classical music"",""position"":3,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/classical%20music""}}}","music/classical music""",music
600,718,18,1728000,1728002,TRUE,FALSE,718.0,131,4,33,3,1474768601,1477253123,1475525123,1,1,1477253125,Bringing Baby Funkadelic to life!,US,Hi! I am passionate about creating fun and funky kids clothing! I have sewn since I was a child and am ready to launch my own shop!,"{""id"":264,""name"":""Childrenswear"",""slug"":""fashion/childrenswear"",""position"":3,""parent_id"":9,""parent_name"":""Fashion"",""color"":16752598,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/fashion/childrenswear""}}}","fashion/childrenswear""",fashion
500,543,29,5180400,5180456,TRUE,FALSE,543.0,113,4,36,6,1328043199,1333229371,1328048971,1,1,1333229427,Certain Circuits Magazine Volume 2.1,US,A limited edition print run of artwork and texts from our nearly 200 multimedia posts on www.certaincircuits.org.,"{""id"":45,""name"":""Art Books"",""slug"":""publishing/art books"",""position"":3,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/art%20books""}}}","publishing/art books""",publishing
20000,20579.200000000000,86,2595600,2595600,TRUE,FALSE,20579.200000000000,133,1,16,2,1499963910,1511306117,1508710517,1,1,1511306117,Cannoli & Coffee,US,"Given the chance, we are looking forward to providing the community an authentic experience rooted in our family traditions & values.","{""id"":10,""name"":""Food"",""slug"":""food"",""position"":8,""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food""}}}","food""",food
7500,17019,224,4176816,4176816,TRUE,FALSE,17019.0,99,3,10,3,1437600989,1442818740,1438641924,1,1,1442818740,I Want Abs,US,I Want Abs is a feature-length documentary about how fitness can lead to total life transformation.,"{""id"":30,""name"":""Documentary"",""slug"":""film & video/documentary"",""position"":4,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/documentary""}}}","film & video/documentary""",film & video
1500,2364,105,718641,718654,TRUE,FALSE,2364.0,109,6,31,7,1433273385,1435784400,1435065759,1,1,1435784413,CAT Playing Cards - 2nd Edition,US,"Our 2nd Edition of custom designed, artfully stylized Cat playing cards. Purrfect for Cat lovers of all ages.","{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}","games/playing cards""",games
20000,32802,453,604803,604805,TRUE,FALSE,32802.0,132,6,50,8,1483449729,1485021600,1484416797,1,1,1485021602,Pearl Tally Ho Playing Cards - By Jackson Robinson,US,"The final deck in a four deck series, the Pearl Tally Ho is a luxury, limited edition playing card set designer by Jackson Robinson.","{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}","games/playing cards""",games
5000,5280.29,32,5180400,5180400,TRUE,FALSE,3942.1329819761,120,4,30,16,1582257300,1588224299,1583043899,0.75574365,0.74657509,1588224299,OLD SKOOL FRESH - A Short Film,CA,A love story to Toronto and its growth in the Hip Hop community during one of the most tragic years due to gun violence.,"{""id"":32,""name"":""Shorts"",""slug"":""film & video/shorts"",""position"":16,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/shorts""}}}","film & video/shorts""",film & video
3500,4465,134,2678400,2678400,TRUE,FALSE,5011.78581995,97,3,47,10,1460400484,1464283022,1461604622,1.1753395,1.12246043,1464283022,WYLD (Heavy Rock) - Premier Album / Debut Album,FR,"Épique. Électrique. Des 70's à aujourd'hui, toutes les facettes du rock sont sur ces dix titres !","{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}","music/rock""",music
6000,6396,85,2077638,2077638,TRUE,FALSE,6396.0,130,1,25,3,1388851743,1392526740,1390449102,1,1,1392526740,Fantasies and Fairy Tales,US,Legendary composers are brought together in this album to showcase a musical fantasy that awakens our approach to classical music.,"{""id"":36,""name"":""Classical Music"",""slug"":""music/classical music"",""position"":3,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/classical%20music""}}}","music/classical music""",music
32000,33052,692,3974400,3974402,TRUE,TRUE,33052.0,116,4,49,6,1499738559,1507512925,1503538525,1,1,1507512927,Withco Cocktails : Fresh Ingredient Drink Mixers.,US,"WithCo is a fresh ingredient cocktail mixer. No preservatives, no nonsense. We prep so you can be with good company.","{""id"":307,""name"":""Drinks"",""slug"":""food/drinks"",""position"":4,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/drinks""}}}","food/drinks""",food
200,462,10,2726362,2726398,TRUE,FALSE,462.0,132,1,47,1,1318370466,1321938000,1319211638,1,1,1321938036,In good company: a book of influential adoptees,US,"This project sprung from a joking comment that all adoptees are given a book of fellow adoptees at birth, and genuine interest grew.","{""id"":45,""name"":""Art Books"",""slug"":""publishing/art books"",""position"":3,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/art%20books""}}}","publishing/art books""",publishing
5000,5000,45,4936022,4936022,TRUE,FALSE,5000.0,135,2,16,2,1336697444,1367377020,1362440998,1,1,1367377020,Naked for Safety,US,"Help three musicians take their music to the streets by heading out on tour. We are looking for a bus, van or trailer to haul our gear.","{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}","music/rock""",music
5000,11302,397,2592000,2592000,TRUE,FALSE,11302.0,118,4,28,4,1458675468,1462298230,1459706230,1,1,1462298230,Bicycle Aurora Playing Cards,US,Witness the golden gleam of the Aurora Playing Cards for yourself and be one of the lucky few to own one for yourself.,"{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}","games/playing cards""",games
500,791,24,2592000,2592000,TRUE,FALSE,791.0,73,1,35,6,1434849974,1463104609,1460512609,1,1,1463104609,Coin Rings - Made from U.S Quarters,US,We take everyday pocket change and turn it into wearable art and jewelry.,"{""id"":267,""name"":""Jewelry"",""slug"":""fashion/jewelry"",""position"":6,""parent_id"":9,""parent_name"":""Fashion"",""color"":16752598,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/fashion/jewelry""}}}","fashion/jewelry""",fashion
8750,10320,48,2592000,2592002,TRUE,TRUE,10320.0,57,1,28,9,1445592426,1464991344,1462399344,1,1,1464991346,CAMBER | The Revolution Line,US,"Intricate, lattice rings inspired by our industrial past.","{""id"":267,""name"":""Jewelry"",""slug"":""fashion/jewelry"",""position"":6,""parent_id"":9,""parent_name"":""Fashion"",""color"":16752598,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/fashion/jewelry""}}}","fashion/jewelry""",fashion
40,390.29,23,1724400,1724401,TRUE,FALSE,294.9395731831,133,7,58,11,1477072971,1552312630,1550588230,0.75574365,0.75569339,1552312631,"A Complete Guide to Backups With SSH, Git and Raspberry Pi",CA,"I'm writing a guide that teaches people how to self-host their own free, automated backup solution using SSH, a Raspberry Pi and Git.","{""id"":334,""name"":""DIY Electronics"",""slug"":""technology/diy electronics"",""position"":4,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/diy%20electronics""}}}","technology/diy electronics""",technology
1500,1685,22,5184000,5184000,TRUE,FALSE,1685.0,71,4,22,3,1406750102,1413318348,1408134348,1,1,1413318348,Restraint's Album Fund,US,"Help Kansas City local band, Restraint raise money for their new album.","{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}","music/rock""",music
10000,10511,181,2288158,2288159,TRUE,FALSE,10511.0,135,11,59,6,1345744536,1357019940,1354731782,1,1,1357019941,Rachel Barton Pine records Mendelssohn & Schumann Concertos,US,Help us release Rachel Barton Pine’s recording of the Mendelssohn and Schumann Violin Concertos with the Göttinger Symphonie Orchester.,"{""id"":36,""name"":""Classical Music"",""slug"":""music/classical music"",""position"":3,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/classical%20music""}}}","music/classical music""",music
42500,80870,612,3463593,3463593,TRUE,TRUE,80870.0,133,7,34,7,1392074871,1399953540,1396489947,1,1,1399953540,Pat McGee New Studio Album & More!,US,Pat McGee is heading into the studio to cut tracks for his 10th release--bringing in legendary players who shaped the sounds of 70's.,"{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}","music/rock""",music
100,498,13,2592000,2592001,TRUE,FALSE,498.0,132,5,40,8,1546973045,1549918841,1547326841,1,1,1549918842,Make 100 / Handmade Fused Glass Pendants,US,"Handmade Fused Glass Pendants (choose from butterfly, hummingbird, dragonfly, raven, wolf, owl). Own a unique wearable piece of art.","{""id"":267,""name"":""Jewelry"",""slug"":""fashion/jewelry"",""position"":6,""parent_id"":9,""parent_name"":""Fashion"",""color"":16752598,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/fashion/jewelry""}}}","fashion/jewelry""",fashion
7500,7601,21,7776000,7776000,TRUE,FALSE,7601.0,131,9,53,8,1303176663,1311703252,1303927252,1,1,1311703252,Transcension: Professional Debut CD by J. Adam Briggs,US,"This project is my professional debut CD entitled ""Transcension."" Composers represented on the CD will be Berio, Eckardt, & others.","{""id"":36,""name"":""Classical Music"",""slug"":""music/classical music"",""position"":3,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/classical%20music""}}}","music/classical music""",music
2500,2736,25,2824893,2824893,TRUE,FALSE,3485.18161584,134,6,47,7,1540237905,1546300800,1543475907,1.29135567,1.27382369,1546300800,Help Farmers Plant Vanilla Orchid Vines in Bali,GB,"Vanilla Activism specialists promoting Vanilla Tourism (Vanillaism), sustainability & water conservation helping people over Indonesia","{""id"":309,""name"":""Farms"",""slug"":""food/farms"",""position"":7,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/farms""}}}","food/farms""",food
4000,4101,34,4752000,4752000,TRUE,FALSE,4101.0,102,5,58,11,1369339662,1380548112,1375796112,1,1,1380548112,Balkun Brothers Record 1st Studio EP To Revive Blues Rock!,US,The Balkun Brothers are officially hitting the studio for the first time and recording their debut EP.,"{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}","music/rock""",music
10000,10100,37,2945031,2945032,TRUE,FALSE,10100.0,131,3,31,5,1554987891,1557954000,1555008969,1,1,1557954001,The Robert Royston Oral History,US,"This oral history will document the impactful life and career of landscape architect Robert Royston, a gifted postwar practitioner.","{""id"":30,""name"":""Documentary"",""slug"":""film & video/documentary"",""position"":4,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/documentary""}}}","film & video/documentary""",film & video
32000,55731.410000000000,781,2592000,2592000,TRUE,TRUE,55731.410000000000,129,5,49,9,1362438048,1406420721,1403828721,1,1,1406420721,Matthew Sweet New Studio Album and 3D Art Project,US,"Matthew Sweet makes a serious new solo studio album. Sweet's 3D bronze cats will be offered, among other home printed art pieces.","{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}","music/rock""",music
370,370,11,5184000,5184000,TRUE,FALSE,603.4914415,81,1,33,6,1355583537,1362413596,1357229596,1.29135567,1.63105795,1362413596,Contribute to the CMS Debut Album,GB,Help us raise the money to buy the gear we need to fund our first album recording,"{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}","music/rock""",music
